IP:PORT, LOSS, DELAY
188.114.98.52:955,0.00%,245 ms
188.114.99.173:939,0.00%,245 ms
188.114.98.189:5279,0.00%,245 ms
188.114.98.2:955,0.00%,245 ms
188.114.96.219:8886,0.00%,245 ms
188.114.97.22:8319,0.00%,245 ms
188.114.96.164:3854,0.00%,245 ms
188.114.99.90:1843,0.00%,245 ms
188.114.96.162:3854,0.00%,245 ms
188.114.99.250:890,0.00%,245 ms
188.114.99.129:939,0.00%,245 ms
188.114.98.76:4500,0.00%,245 ms
188.114.97.202:1002,0.00%,246 ms
188.114.97.106:939,0.00%,246 ms
188.114.97.83:1018,0.00%,246 ms
188.114.97.146:7152,0.00%,246 ms
188.114.99.163:988,0.00%,246 ms
188.114.97.114:1018,0.00%,246 ms
188.114.99.198:890,0.00%,246 ms
162.159.192.34:1843,0.00%,246 ms
188.114.98.19:955,0.00%,246 ms
188.114.97.30:8886,0.00%,246 ms
188.114.98.66:955,0.00%,246 ms
188.114.96.151:1070,0.00%,246 ms
188.114.98.198:5279,0.00%,246 ms
188.114.97.63:1018,0.00%,246 ms
188.114.97.206:7152,0.00%,246 ms
188.114.98.235:4198,0.00%,246 ms
188.114.98.56:4500,0.00%,246 ms
188.114.99.156:988,0.00%,246 ms
188.114.98.142:955,0.00%,246 ms
188.114.97.9:8886,0.00%,246 ms
188.114.98.220:4198,0.00%,246 ms
188.114.98.39:955,0.00%,247 ms
188.114.97.150:1002,0.00%,247 ms
188.114.98.184:4198,0.00%,247 ms
188.114.99.123:988,0.00%,247 ms
188.114.96.208:8886,0.00%,247 ms
188.114.96.4:1701,0.00%,247 ms
188.114.98.212:4198,0.00%,247 ms
188.114.97.245:4500,0.00%,247 ms
188.114.97.200:1002,0.00%,247 ms
188.114.96.168:3854,0.00%,247 ms
188.114.98.37:955,0.00%,247 ms
188.114.96.114:3854,0.00%,247 ms
188.114.98.233:4198,0.00%,247 ms
188.114.96.119:1070,0.00%,247 ms
188.114.99.137:939,0.00%,247 ms
188.114.96.14:1701,0.00%,247 ms
188.114.97.93:1018,0.00%,247 ms
188.114.96.249:8319,0.00%,247 ms
188.114.98.122:955,0.00%,247 ms
188.114.99.154:988,0.00%,247 ms
188.114.97.138:1002,0.00%,247 ms
188.114.97.177:1002,0.00%,247 ms
188.114.96.156:3854,0.00%,247 ms
188.114.99.84:1843,0.00%,247 ms
188.114.96.151:3854,0.00%,247 ms
188.114.98.25:4500,0.00%,248 ms
188.114.97.227:1002,0.00%,248 ms
188.114.98.7:4500,0.00%,248 ms
188.114.97.219:1002,0.00%,248 ms
188.114.98.7:955,0.00%,248 ms
188.114.98.224:5279,0.00%,248 ms
188.114.97.116:1018,0.00%,248 ms
188.114.98.75:955,0.00%,248 ms
188.114.96.123:3854,0.00%,248 ms
188.114.99.140:988,0.00%,248 ms
188.114.98.143:7281,0.00%,248 ms
162.159.192.22:1701,0.00%,248 ms
162.159.192.11:1843,0.00%,248 ms
188.114.96.105:1070,0.00%,248 ms
188.114.97.89:1018,0.00%,248 ms
188.114.98.58:4500,0.00%,248 ms
188.114.99.93:1843,0.00%,248 ms
188.114.96.47:500,0.00%,248 ms
188.114.97.198:1002,0.00%,248 ms
188.114.98.186:4198,0.00%,249 ms
188.114.97.42:8319,0.00%,249 ms
188.114.99.6:4198,0.00%,249 ms
188.114.98.114:955,0.00%,249 ms
188.114.96.207:8319,0.00%,249 ms
188.114.98.242:5279,0.00%,249 ms
188.114.97.0:8886,0.00%,249 ms
188.114.98.121:7281,0.00%,249 ms
188.114.96.2:4233,0.00%,250 ms
188.114.97.245:955,0.00%,250 ms
188.114.97.221:7152,0.00%,250 ms
188.114.98.170:955,0.00%,250 ms
188.114.97.205:7152,0.00%,251 ms
188.114.96.206:8886,0.00%,251 ms
188.114.98.220:5279,0.00%,251 ms
188.114.98.100:955,0.00%,251 ms
188.114.97.160:7152,0.00%,251 ms
188.114.97.16:8886,0.00%,251 ms
188.114.98.252:5279,0.00%,251 ms
188.114.99.94:988,0.00%,251 ms
188.114.99.223:878,0.00%,252 ms
188.114.99.190:878,0.00%,252 ms
188.114.99.74:1843,0.00%,252 ms
188.114.99.138:988,0.00%,252 ms
188.114.96.194:3854,0.00%,252 ms
188.114.97.12:8319,0.00%,252 ms
188.114.99.187:939,0.00%,252 ms
188.114.96.242:8886,0.00%,252 ms
188.114.97.190:7152,0.00%,253 ms
188.114.99.241:878,0.00%,253 ms
188.114.97.2:8886,0.00%,253 ms
188.114.96.187:3854,0.00%,253 ms
188.114.99.0:4198,0.00%,253 ms
188.114.99.48:4177,0.00%,254 ms
188.114.96.232:8319,0.00%,254 ms
188.114.98.18:4500,0.00%,254 ms
188.114.99.123:939,0.00%,254 ms
188.114.99.225:890,0.00%,254 ms
188.114.97.133:1018,0.00%,254 ms
188.114.98.161:7281,0.00%,254 ms
188.114.96.25:1701,0.00%,254 ms
188.114.97.42:8886,0.00%,254 ms
188.114.99.49:1843,0.00%,254 ms
188.114.97.217:1002,0.00%,255 ms
188.114.98.18:955,0.00%,255 ms
188.114.96.31:4233,0.00%,255 ms
188.114.98.58:955,0.00%,255 ms
188.114.96.156:1070,0.00%,256 ms
188.114.96.129:1070,0.00%,256 ms
188.114.98.30:955,0.00%,260 ms
162.159.192.152:1701,10.00%,267 ms
162.159.195.18:946,10.00%,267 ms
162.159.195.172:4500,10.00%,267 ms
162.159.195.125:4500,10.00%,268 ms
162.159.195.47:7152,10.00%,268 ms
162.159.195.31:946,10.00%,268 ms
162.159.195.39:7152,10.00%,268 ms
162.159.195.153:4500,10.00%,268 ms
162.159.195.172:3476,10.00%,268 ms
162.159.195.155:3476,10.00%,268 ms
162.159.195.174:4500,10.00%,268 ms
162.159.195.200:988,10.00%,268 ms
162.159.192.119:1701,10.00%,268 ms
162.159.195.80:946,10.00%,268 ms
162.159.195.246:1701,10.00%,268 ms
162.159.195.9:946,10.00%,268 ms
162.159.195.154:4500,10.00%,268 ms
162.159.195.217:988,10.00%,268 ms
162.159.195.245:1701,10.00%,268 ms
162.159.195.127:3476,10.00%,269 ms
162.159.195.0:946,10.00%,269 ms
162.159.195.250:1701,10.00%,269 ms
162.159.195.214:1070,10.00%,269 ms
162.159.195.67:946,10.00%,269 ms
162.159.195.45:946,10.00%,269 ms
162.159.195.111:4500,10.00%,269 ms
162.159.192.77:1701,10.00%,269 ms
162.159.195.230:988,10.00%,269 ms
162.159.195.165:3476,10.00%,269 ms
162.159.195.170:3476,10.00%,269 ms
162.159.195.239:1070,10.00%,269 ms
162.159.192.254:854,10.00%,269 ms
162.159.192.126:1701,10.00%,269 ms
162.159.192.49:1843,10.00%,269 ms
162.159.195.241:4233,10.00%,269 ms
162.159.195.27:946,10.00%,269 ms
162.159.192.16:1843,10.00%,269 ms
162.159.195.5:946,10.00%,269 ms
162.159.195.158:3476,10.00%,269 ms
162.159.195.29:7152,10.00%,269 ms
162.159.195.73:946,10.00%,269 ms
162.159.195.97:3476,10.00%,270 ms
162.159.195.40:946,10.00%,270 ms
162.159.195.79:7152,10.00%,270 ms
162.159.195.200:1070,10.00%,270 ms
162.159.195.211:1070,10.00%,270 ms
162.159.195.227:1070,10.00%,270 ms
162.159.195.64:7152,10.00%,270 ms
162.159.195.150:3476,10.00%,270 ms
162.159.195.106:4500,10.00%,270 ms
162.159.195.144:4500,10.00%,270 ms
162.159.195.236:988,10.00%,270 ms
162.159.192.171:1843,10.00%,270 ms
162.159.195.72:946,10.00%,270 ms
162.159.192.108:1843,10.00%,270 ms
162.159.195.89:946,10.00%,270 ms
162.159.195.58:946,10.00%,270 ms
162.159.195.104:4500,10.00%,270 ms
162.159.195.242:4233,10.00%,270 ms
162.159.195.13:943,10.00%,270 ms
162.159.195.253:4233,10.00%,270 ms
162.159.195.102:4500,10.00%,270 ms
162.159.192.121:1843,10.00%,270 ms
162.159.195.132:3476,10.00%,270 ms
162.159.195.149:4500,10.00%,270 ms
162.159.192.80:1843,10.00%,270 ms
162.159.195.159:4500,10.00%,270 ms
162.159.195.20:946,10.00%,270 ms
162.159.195.22:946,10.00%,270 ms
162.159.192.82:1701,10.00%,270 ms
162.159.195.38:946,10.00%,270 ms
162.159.195.32:7152,10.00%,270 ms
162.159.195.129:3476,10.00%,270 ms
162.159.195.113:3476,10.00%,270 ms
162.159.195.95:4500,10.00%,271 ms
162.159.195.225:1070,10.00%,271 ms
162.159.195.4:943,10.00%,271 ms
162.159.195.102:3476,10.00%,271 ms
162.159.195.210:1070,10.00%,271 ms
162.159.192.99:1701,10.00%,271 ms
162.159.195.56:7152,10.00%,271 ms
162.159.192.87:1701,10.00%,271 ms
162.159.195.14:943,10.00%,271 ms
162.159.195.112:3476,10.00%,271 ms
162.159.192.95:1843,10.00%,271 ms
162.159.195.26:7152,10.00%,271 ms
162.159.195.107:3476,10.00%,271 ms
162.159.195.161:4500,10.00%,271 ms
162.159.195.141:3476,10.00%,271 ms
162.159.195.118:4500,10.00%,271 ms
162.159.195.142:4500,10.00%,271 ms
162.159.195.208:988,10.00%,271 ms
162.159.195.205:1070,10.00%,271 ms
162.159.195.154:3476,10.00%,271 ms
162.159.195.81:946,10.00%,271 ms
162.159.195.10:943,10.00%,271 ms
162.159.192.214:1843,10.00%,271 ms
162.159.195.64:946,10.00%,271 ms
162.159.195.96:3476,10.00%,271 ms
162.159.192.24:1843,10.00%,271 ms
162.159.192.122:1701,10.00%,271 ms
162.159.195.158:4500,10.00%,271 ms
162.159.195.136:4500,10.00%,271 ms
162.159.192.93:1843,10.00%,271 ms
162.159.195.188:1070,10.00%,271 ms
162.159.195.37:7152,10.00%,271 ms
162.159.192.96:1843,10.00%,271 ms
162.159.195.243:4233,10.00%,271 ms
162.159.195.176:988,10.00%,272 ms
162.159.195.182:988,10.00%,272 ms
162.159.195.99:4500,10.00%,272 ms
162.159.192.234:1843,10.00%,272 ms
162.159.195.92:3476,10.00%,272 ms
162.159.192.37:1701,10.00%,272 ms
162.159.195.0:943,10.00%,272 ms
162.159.195.193:1070,10.00%,272 ms
162.159.195.194:1070,10.00%,272 ms
162.159.195.180:988,10.00%,272 ms
162.159.195.46:7152,10.00%,272 ms
162.159.195.86:7152,10.00%,272 ms
162.159.195.132:4500,10.00%,272 ms
162.159.195.55:7152,10.00%,272 ms
162.159.192.135:1701,10.00%,272 ms
162.159.195.197:988,10.00%,272 ms
162.159.195.222:988,10.00%,272 ms
162.159.195.62:7152,10.00%,273 ms
162.159.195.22:943,10.00%,273 ms
162.159.195.68:7152,10.00%,273 ms
162.159.195.43:7152,10.00%,273 ms
162.159.195.86:946,10.00%,273 ms
162.159.192.252:854,10.00%,273 ms
162.159.195.165:4500,10.00%,273 ms
162.159.192.114:1701,10.00%,273 ms
162.159.192.197:1843,10.00%,273 ms
162.159.192.235:1701,10.00%,273 ms
162.159.195.176:1070,10.00%,273 ms
162.159.192.89:1701,10.00%,273 ms
162.159.195.43:946,10.00%,273 ms
162.159.192.107:1701,10.00%,274 ms
162.159.192.35:1843,10.00%,274 ms
162.159.192.27:1843,10.00%,274 ms
162.159.192.163:1843,10.00%,274 ms
162.159.192.161:1843,10.00%,274 ms
162.159.195.113:4500,10.00%,274 ms
162.159.192.73:1701,10.00%,274 ms
162.159.192.53:1843,10.00%,274 ms
162.159.192.236:1843,10.00%,274 ms
162.159.192.100:1701,10.00%,275 ms
162.159.192.53:1701,10.00%,275 ms
162.159.192.217:1843,10.00%,275 ms
162.159.192.85:1843,10.00%,275 ms
188.114.97.17:8886,10.00%,275 ms
162.159.195.115:4500,10.00%,275 ms
162.159.195.151:3476,10.00%,276 ms
162.159.195.15:943,10.00%,276 ms
162.159.195.221:988,10.00%,276 ms
162.159.195.234:988,10.00%,276 ms
162.159.195.105:3476,10.00%,276 ms
162.159.195.97:4500,10.00%,277 ms
188.114.99.42:4177,10.00%,277 ms
188.114.97.107:1018,10.00%,277 ms
162.159.195.157:3476,10.00%,277 ms
162.159.195.231:1070,10.00%,278 ms
188.114.98.165:955,10.00%,278 ms
162.159.195.180:1070,10.00%,278 ms
188.114.96.27:4233,10.00%,278 ms
162.159.195.29:946,10.00%,278 ms
188.114.96.160:1070,10.00%,279 ms
188.114.98.154:955,10.00%,279 ms
162.159.195.96:4500,10.00%,279 ms
162.159.192.40:1843,10.00%,279 ms
162.159.195.42:7152,10.00%,280 ms
188.114.99.47:1843,10.00%,280 ms
188.114.98.229:4198,10.00%,280 ms
162.159.192.40:1701,10.00%,280 ms
162.159.192.228:1701,10.00%,281 ms
162.159.192.232:1701,10.00%,281 ms
162.159.192.82:1843,10.00%,281 ms
162.159.192.28:1843,10.00%,282 ms
162.159.192.11:1701,10.00%,282 ms
162.159.192.18:1701,10.00%,283 ms
162.159.195.226:988,10.00%,283 ms
162.159.192.5:1701,10.00%,283 ms
162.159.192.25:1843,10.00%,284 ms
162.159.192.31:1701,10.00%,284 ms
162.159.195.162:3476,10.00%,285 ms
162.159.195.33:7152,10.00%,286 ms
162.159.195.82:946,10.00%,286 ms
162.159.192.16:1701,10.00%,286 ms
162.159.195.144:3476,10.00%,287 ms
162.159.195.145:4500,10.00%,287 ms
188.114.98.134:955,10.00%,287 ms
188.114.99.254:878,10.00%,287 ms
188.114.96.82:500,10.00%,287 ms
188.114.99.182:939,10.00%,288 ms
188.114.96.229:8886,10.00%,288 ms
188.114.96.79:500,10.00%,288 ms
188.114.96.62:8854,10.00%,288 ms
188.114.99.80:4177,10.00%,288 ms
188.114.98.205:4198,10.00%,288 ms
188.114.98.102:7281,10.00%,288 ms
188.114.99.18:1843,10.00%,289 ms
188.114.96.190:3854,10.00%,289 ms
188.114.99.19:1843,10.00%,289 ms
162.159.195.206:1070,10.00%,289 ms
188.114.98.106:955,10.00%,289 ms
162.159.195.171:3476,10.00%,289 ms
188.114.98.162:7281,10.00%,289 ms
162.159.195.202:988,10.00%,289 ms
188.114.96.93:8854,10.00%,289 ms
162.159.195.68:946,10.00%,289 ms
188.114.98.251:4198,10.00%,289 ms
162.159.195.220:1070,10.00%,290 ms
188.114.96.204:8886,10.00%,290 ms
188.114.98.254:4198,10.00%,290 ms
188.114.98.23:4500,10.00%,290 ms
188.114.97.162:1002,10.00%,290 ms
188.114.99.175:939,10.00%,290 ms
162.159.195.196:1070,10.00%,290 ms
188.114.99.189:878,10.00%,290 ms
188.114.98.196:4198,10.00%,290 ms
162.159.192.110:1701,10.00%,290 ms
188.114.99.40:4177,10.00%,290 ms
188.114.99.172:939,10.00%,290 ms
188.114.97.45:939,10.00%,290 ms
188.114.99.139:988,10.00%,291 ms
162.159.195.252:4233,10.00%,291 ms
188.114.98.198:4198,10.00%,291 ms
162.159.195.120:4500,10.00%,291 ms
188.114.98.155:7281,10.00%,291 ms
188.114.99.35:1843,10.00%,291 ms
188.114.98.154:7281,10.00%,291 ms
188.114.98.197:5279,10.00%,291 ms
188.114.98.107:955,10.00%,291 ms
188.114.97.87:939,10.00%,291 ms
162.159.195.115:3476,10.00%,292 ms
188.114.96.248:8319,10.00%,292 ms
188.114.99.114:988,10.00%,292 ms
188.114.98.216:5279,10.00%,292 ms
188.114.97.186:7152,10.00%,292 ms
188.114.97.165:7152,10.00%,292 ms
162.159.192.250:1843,10.00%,292 ms
188.114.98.219:5279,10.00%,292 ms
188.114.99.65:1843,10.00%,292 ms
188.114.99.43:4177,10.00%,292 ms
188.114.98.166:7281,10.00%,293 ms
162.159.192.101:1843,10.00%,293 ms
188.114.99.103:988,10.00%,293 ms
188.114.99.44:4177,10.00%,293 ms
162.159.195.232:988,10.00%,293 ms
188.114.96.51:8854,10.00%,293 ms
188.114.99.22:4177,10.00%,294 ms
188.114.99.79:1843,10.00%,294 ms
188.114.96.160:3854,10.00%,294 ms
188.114.98.90:955,10.00%,294 ms
188.114.99.53:4177,10.00%,294 ms
188.114.96.183:1070,10.00%,294 ms
188.114.98.153:955,10.00%,294 ms
162.159.195.179:1070,10.00%,294 ms
188.114.99.117:939,10.00%,294 ms
188.114.99.136:988,10.00%,294 ms
188.114.97.129:939,10.00%,294 ms
188.114.99.60:1843,10.00%,294 ms
188.114.99.102:988,10.00%,294 ms
188.114.96.246:8319,10.00%,295 ms
188.114.97.161:7152,10.00%,295 ms
188.114.99.40:1843,10.00%,295 ms
188.114.97.99:1018,10.00%,295 ms
188.114.96.122:3854,10.00%,295 ms
188.114.96.181:1070,10.00%,295 ms
188.114.99.236:878,10.00%,295 ms
188.114.98.191:4198,10.00%,295 ms
188.114.98.133:955,10.00%,295 ms
188.114.98.212:5279,10.00%,296 ms
188.114.99.76:1843,10.00%,296 ms
188.114.99.64:4177,10.00%,296 ms
188.114.98.94:955,10.00%,296 ms
188.114.96.15:4233,10.00%,296 ms
188.114.96.183:3854,10.00%,296 ms
188.114.99.208:890,10.00%,296 ms
188.114.99.42:1843,10.00%,296 ms
188.114.98.196:5279,10.00%,297 ms
162.159.195.28:7152,10.00%,297 ms
188.114.97.16:8319,10.00%,297 ms
188.114.98.182:4198,10.00%,297 ms
188.114.96.121:1070,10.00%,297 ms
188.114.97.247:955,10.00%,297 ms
188.114.98.214:4198,10.00%,297 ms
188.114.98.162:955,10.00%,297 ms
188.114.96.99:8854,10.00%,297 ms
188.114.97.76:939,10.00%,298 ms
188.114.97.158:1002,10.00%,298 ms
188.114.99.35:4177,10.00%,298 ms
188.114.98.221:5279,10.00%,298 ms
188.114.98.170:7281,10.00%,298 ms
188.114.97.131:1018,10.00%,298 ms
188.114.99.226:878,10.00%,298 ms
188.114.97.232:7152,10.00%,298 ms
188.114.98.157:7281,10.00%,299 ms
188.114.97.113:939,10.00%,299 ms
188.114.96.91:500,10.00%,299 ms
188.114.98.175:7281,10.00%,299 ms
188.114.98.186:5279,10.00%,299 ms
188.114.97.97:1018,10.00%,299 ms
188.114.98.195:4198,10.00%,299 ms
162.159.192.179:1701,10.00%,300 ms
188.114.99.36:1843,10.00%,300 ms
188.114.98.32:4500,10.00%,300 ms
188.114.98.96:955,10.00%,300 ms
188.114.98.248:4198,10.00%,300 ms
162.159.192.178:1701,10.00%,300 ms
188.114.96.174:1070,10.00%,301 ms
162.159.192.46:1843,10.00%,301 ms
162.159.192.60:1843,10.00%,301 ms
188.114.98.11:4500,10.00%,301 ms
188.114.98.151:955,10.00%,301 ms
188.114.96.48:500,10.00%,301 ms
188.114.99.13:5279,10.00%,302 ms
188.114.97.244:955,10.00%,302 ms
188.114.97.13:8886,10.00%,302 ms
162.159.195.78:7152,10.00%,302 ms
188.114.96.179:3854,10.00%,302 ms
188.114.98.6:4500,10.00%,302 ms
188.114.98.236:5279,10.00%,302 ms
188.114.99.214:890,10.00%,302 ms
188.114.99.126:988,10.00%,302 ms
188.114.96.134:3854,10.00%,303 ms
188.114.99.115:988,10.00%,303 ms
188.114.98.208:4198,10.00%,303 ms
188.114.99.51:4177,10.00%,303 ms
188.114.99.50:4177,10.00%,303 ms
162.159.192.123:1701,10.00%,303 ms
188.114.97.240:1002,10.00%,303 ms
188.114.96.145:1070,10.00%,303 ms
188.114.96.86:500,10.00%,303 ms
162.159.192.41:1701,10.00%,303 ms
162.159.195.244:4233,10.00%,303 ms
188.114.98.207:5279,10.00%,303 ms
188.114.96.106:1070,10.00%,303 ms
188.114.99.37:4177,10.00%,303 ms
188.114.99.191:890,10.00%,303 ms
162.159.192.84:1843,10.00%,303 ms
188.114.98.222:5279,10.00%,303 ms
188.114.97.51:1018,10.00%,304 ms
162.159.195.243:1701,10.00%,304 ms
188.114.99.11:4198,10.00%,304 ms
188.114.98.187:5279,10.00%,304 ms
188.114.97.34:8319,10.00%,304 ms
188.114.99.18:4177,10.00%,304 ms
188.114.99.171:988,10.00%,304 ms
188.114.97.11:8319,10.00%,304 ms
188.114.97.69:939,10.00%,304 ms
188.114.98.215:5279,10.00%,304 ms
188.114.99.17:1843,10.00%,304 ms
188.114.97.134:1002,10.00%,304 ms
188.114.98.115:7281,10.00%,304 ms
188.114.99.99:988,10.00%,304 ms
188.114.98.187:4198,10.00%,304 ms
188.114.99.96:939,10.00%,304 ms
188.114.97.26:8319,10.00%,304 ms
188.114.99.78:1843,10.00%,304 ms
188.114.99.77:1843,10.00%,304 ms
188.114.96.153:1070,10.00%,305 ms
188.114.98.209:5279,10.00%,305 ms
188.114.98.175:955,10.00%,305 ms
188.114.98.149:7281,10.00%,305 ms
188.114.97.14:8886,10.00%,305 ms
188.114.98.208:5279,10.00%,305 ms
188.114.98.6:955,10.00%,305 ms
188.114.98.226:4198,10.00%,305 ms
188.114.98.146:7281,10.00%,305 ms
188.114.96.230:8886,10.00%,305 ms
188.114.99.52:1843,10.00%,305 ms
188.114.99.15:5279,10.00%,305 ms
162.159.195.142:3476,10.00%,305 ms
188.114.98.169:955,10.00%,305 ms
188.114.98.3:4500,10.00%,305 ms
188.114.98.168:7281,10.00%,305 ms
188.114.99.71:4177,10.00%,305 ms
188.114.96.177:3854,10.00%,305 ms
188.114.98.151:7281,10.00%,306 ms
188.114.96.157:3854,10.00%,306 ms
162.159.192.24:1701,10.00%,306 ms
188.114.99.119:988,10.00%,306 ms
162.159.192.50:1843,10.00%,306 ms
188.114.96.67:500,10.00%,306 ms
188.114.96.44:500,10.00%,306 ms
188.114.97.58:1018,10.00%,306 ms
188.114.98.166:955,10.00%,306 ms
188.114.97.125:1018,10.00%,306 ms
188.114.97.174:1002,10.00%,306 ms
188.114.99.9:4198,10.00%,306 ms
188.114.97.201:1002,10.00%,306 ms
188.114.96.155:1070,10.00%,306 ms
188.114.96.167:1070,10.00%,306 ms
188.114.98.3:955,10.00%,306 ms
188.114.98.195:5279,10.00%,306 ms
188.114.98.193:5279,10.00%,306 ms
188.114.96.83:500,10.00%,306 ms
188.114.99.208:878,10.00%,307 ms
188.114.98.183:5279,10.00%,307 ms
188.114.98.234:5279,10.00%,307 ms
188.114.96.167:3854,10.00%,307 ms
188.114.96.107:3854,10.00%,307 ms
188.114.99.104:988,10.00%,307 ms
188.114.97.163:1002,10.00%,307 ms
188.114.99.39:4177,10.00%,307 ms
188.114.98.178:955,10.00%,307 ms
188.114.99.146:988,10.00%,307 ms
188.114.99.33:1843,10.00%,307 ms
188.114.99.34:1843,10.00%,307 ms
188.114.98.73:955,10.00%,307 ms
188.114.96.253:8886,10.00%,307 ms
188.114.98.163:7281,10.00%,307 ms
188.114.99.212:878,10.00%,307 ms
188.114.97.3:8886,10.00%,307 ms
188.114.98.153:7281,10.00%,308 ms
162.159.195.121:4500,10.00%,308 ms
188.114.96.239:8886,10.00%,308 ms
188.114.97.164:1002,10.00%,308 ms
188.114.99.230:878,10.00%,308 ms
188.114.98.42:955,10.00%,308 ms
188.114.98.53:955,10.00%,308 ms
188.114.98.152:7281,10.00%,308 ms
188.114.98.46:4500,10.00%,308 ms
188.114.97.222:7152,10.00%,308 ms
188.114.98.217:5279,10.00%,308 ms
188.114.97.56:1018,10.00%,308 ms
162.159.195.126:3476,10.00%,308 ms
188.114.96.40:1701,10.00%,308 ms
188.114.97.221:1002,10.00%,308 ms
188.114.96.43:8854,10.00%,308 ms
188.114.97.220:1002,10.00%,308 ms
188.114.96.148:3854,10.00%,308 ms
188.114.97.102:1018,10.00%,308 ms
188.114.98.111:7281,10.00%,308 ms
188.114.96.139:1070,10.00%,308 ms
188.114.99.100:988,10.00%,308 ms
188.114.99.164:988,10.00%,308 ms
188.114.98.110:7281,10.00%,309 ms
188.114.97.203:1002,10.00%,309 ms
188.114.99.253:878,10.00%,309 ms
188.114.96.57:8854,10.00%,309 ms
188.114.99.32:1843,10.00%,309 ms
188.114.99.14:4198,10.00%,309 ms
188.114.99.55:4177,10.00%,309 ms
188.114.98.161:955,10.00%,309 ms
188.114.96.89:500,10.00%,309 ms
188.114.98.183:4198,10.00%,309 ms
162.159.195.119:3476,10.00%,309 ms
188.114.98.144:7281,10.00%,309 ms
188.114.98.91:7281,10.00%,309 ms
188.114.97.33:8886,10.00%,309 ms
188.114.99.7:4198,10.00%,309 ms
188.114.98.206:4198,10.00%,309 ms
188.114.99.72:1843,10.00%,309 ms
188.114.98.232:5279,10.00%,309 ms
162.159.192.23:1843,10.00%,309 ms
188.114.96.188:3854,10.00%,309 ms
188.114.99.164:939,10.00%,309 ms
188.114.98.248:5279,10.00%,309 ms
188.114.97.82:939,10.00%,309 ms
188.114.97.68:1018,10.00%,309 ms
188.114.99.21:4177,10.00%,309 ms
188.114.98.51:4500,10.00%,309 ms
188.114.98.142:7281,10.00%,309 ms
188.114.96.60:500,10.00%,309 ms
188.114.99.17:4177,10.00%,310 ms
188.114.97.140:1002,10.00%,310 ms
188.114.98.238:4198,10.00%,310 ms
188.114.99.36:4177,10.00%,310 ms
162.159.195.116:3476,10.00%,310 ms
188.114.99.16:4177,10.00%,310 ms
188.114.97.85:939,10.00%,310 ms
188.114.98.192:4198,10.00%,310 ms
188.114.97.249:955,10.00%,310 ms
188.114.97.105:1018,10.00%,310 ms
188.114.96.130:1070,10.00%,310 ms
188.114.96.95:8854,10.00%,310 ms
188.114.97.211:1002,10.00%,310 ms
188.114.99.14:5279,10.00%,310 ms
188.114.99.8:5279,10.00%,310 ms
188.114.98.216:4198,10.00%,310 ms
188.114.97.169:1002,10.00%,310 ms
188.114.99.236:890,10.00%,310 ms
188.114.98.249:4198,10.00%,310 ms
188.114.97.111:1018,10.00%,310 ms
188.114.96.41:8854,10.00%,310 ms
188.114.97.250:955,10.00%,310 ms
188.114.98.168:955,10.00%,310 ms
188.114.99.243:890,10.00%,310 ms
188.114.99.32:4177,10.00%,310 ms
162.159.192.19:1843,10.00%,311 ms
188.114.99.148:939,10.00%,311 ms
188.114.99.235:878,10.00%,311 ms
188.114.98.45:4500,10.00%,311 ms
188.114.97.106:1018,10.00%,311 ms
188.114.98.213:4198,10.00%,311 ms
188.114.99.9:5279,10.00%,311 ms
188.114.96.101:8854,10.00%,311 ms
188.114.99.217:878,10.00%,311 ms
188.114.97.40:8886,10.00%,311 ms
188.114.96.200:1070,10.00%,311 ms
188.114.99.21:1843,10.00%,311 ms
188.114.97.9:8319,10.00%,311 ms
188.114.99.97:988,10.00%,311 ms
188.114.96.253:8319,10.00%,311 ms
188.114.97.218:1002,10.00%,311 ms
188.114.97.78:939,10.00%,311 ms
188.114.96.124:1070,10.00%,311 ms
188.114.96.126:1070,10.00%,312 ms
188.114.96.125:3854,10.00%,312 ms
188.114.99.11:5279,10.00%,312 ms
162.159.195.240:4233,10.00%,312 ms
188.114.99.46:4177,10.00%,312 ms
188.114.97.64:1018,10.00%,312 ms
188.114.98.138:955,10.00%,312 ms
188.114.98.242:4198,10.00%,312 ms
188.114.96.140:3854,10.00%,312 ms
162.159.195.80:7152,10.00%,312 ms
188.114.97.250:4500,10.00%,312 ms
188.114.99.15:4198,10.00%,313 ms
188.114.97.92:939,10.00%,313 ms
188.114.98.190:4198,10.00%,313 ms
188.114.98.181:7281,10.00%,313 ms
188.114.97.82:1018,10.00%,313 ms
188.114.98.245:4198,10.00%,313 ms
188.114.97.93:939,10.00%,313 ms
188.114.98.0:4500,10.00%,313 ms
188.114.96.69:8854,10.00%,313 ms
188.114.97.253:955,10.00%,313 ms
188.114.97.155:7152,10.00%,313 ms
188.114.99.161:988,10.00%,313 ms
188.114.96.251:8319,10.00%,313 ms
188.114.99.10:5279,10.00%,313 ms
188.114.96.132:1070,10.00%,313 ms
188.114.99.66:4177,10.00%,313 ms
188.114.99.132:939,10.00%,313 ms
188.114.97.201:7152,10.00%,314 ms
188.114.97.11:8886,10.00%,314 ms
188.114.97.113:1018,10.00%,314 ms
188.114.97.181:7152,10.00%,314 ms
188.114.98.99:955,10.00%,314 ms
188.114.98.152:955,10.00%,314 ms
188.114.96.109:1070,10.00%,314 ms
188.114.98.164:955,10.00%,314 ms
188.114.98.57:955,10.00%,314 ms
